1,0,0,0,-Infinity
1,0,1,0,-Infinity
1,0,2,0,-Infinity
1,0,4,0,-Infinity
1,1,0,0,-Infinity
1,1,1,0,-Infinity
1,1,2,0,-Infinity
1,1,4,0,-Infinity
1,2,0,0,-Infinity
1,2,1,0,-Infinity
1,2,2,0,-Infinity
1,2,4,0,-Infinity
2,0,0,0,-Infinity
2,0,1,0,-Infinity
2,0,2,0,-Infinity
2,0,4,0,-Infinity
2,1,0,0,-Infinity
2,1,1,0,-Infinity
2,1,2,0,-Infinity
2,1,4,0,-Infinity
2,2,0,0,-Infinity
2,2,1,0,-Infinity
2,2,2,0,-Infinity
2,2,4,0,-Infinity
3,0,0,0,-Infinity
3,0,1,0,-Infinity
3,0,2,0,-Infinity
3,0,4,0,-Infinity
3,1,0,0,-Infinity
3,1,1,0,-Infinity
3,1,2,0,-Infinity
3,1,4,0,-Infinity
3,2,0,0,-Infinity
3,2,1,0,-Infinity
3,2,2,0,-Infinity
3,2,4,0,-Infinity
4,0,0,0,-Infinity
4,0,1,0,-Infinity
4,0,2,0,-Infinity
4,0,4,0,-Infinity
4,1,0,0,-Infinity
4,1,1,0,-Infinity
4,1,2,0,-Infinity
4,1,4,0,-Infinity
4,2,0,0,-Infinity
4,2,1,0,-Infinity
4,2,2,0,-Infinity
4,2,4,0,-Infinity
5,0,0,0,-Infinity
5,0,1,0,-Infinity
5,0,2,0,-Infinity
5,0,4,0,-Infinity
5,1,0,0,-Infinity
5,1,1,0,-Infinity
5,1,2,0,-Infinity
5,1,4,0,-Infinity
5,2,0,0,-Infinity
5,2,1,0,-Infinity
5,2,2,0,-Infinity
5,2,4,0,-Infinity
1,0,0,1,-Infinity
1,0,1,1,-Infinity
1,0,2,1,-Infinity
1,0,4,1,-Infinity
1,1,0,1,-Infinity
1,1,1,1,-Infinity
1,1,2,1,-Infinity
1,1,4,1,-Infinity
1,2,0,1,-Infinity
1,2,1,1,-Infinity
1,2,2,1,-Infinity
1,2,4,1,-Infinity
2,0,0,1,-Infinity
2,0,1,1,-Infinity
2,0,2,1,-Infinity
2,0,4,1,-Infinity
2,1,0,1,-Infinity
2,1,1,1,-Infinity
2,1,2,1,-Infinity
2,1,4,1,-Infinity
2,2,0,1,-Infinity
2,2,1,1,-Infinity
2,2,2,1,-Infinity
2,2,4,1,-Infinity
3,0,0,1,-Infinity
3,0,1,1,-Infinity
3,0,2,1,-Infinity
3,0,4,1,-Infinity
3,1,0,1,-Infinity
3,1,1,1,-Infinity
3,1,2,1,-Infinity
3,1,4,1,-Infinity
3,2,0,1,-Infinity
3,2,1,1,-Infinity
3,2,2,1,-Infinity
3,2,4,1,-Infinity
4,0,0,1,-Infinity
4,0,1,1,-Infinity
4,0,2,1,-Infinity
4,0,4,1,-Infinity
4,1,0,1,-Infinity
4,1,1,1,-Infinity
4,1,2,1,-Infinity
4,1,4,1,-Infinity
4,2,0,1,-Infinity
4,2,1,1,-Infinity
4,2,2,1,-Infinity
4,2,4,1,-Infinity
5,0,0,1,-Infinity
5,0,1,1,-Infinity
5,0,2,1,-Infinity
5,0,4,1,-Infinity
5,1,0,1,-Infinity
5,1,1,1,-Infinity
5,1,2,1,-Infinity
5,1,4,1,-Infinity
5,2,0,1,-Infinity
5,2,1,1,-Infinity
5,2,2,1,-Infinity
5,2,4,1,-Infinity
1,0,0,2,-Infinity
1,0,1,2,-Infinity
1,0,2,2,-Infinity
1,0,4,2,-Infinity
1,1,0,2,-Infinity
1,1,1,2,-Infinity
1,1,2,2,-Infinity
1,1,4,2,-Infinity
1,2,0,2,-Infinity
1,2,1,2,-Infinity
1,2,2,2,-Infinity
1,2,4,2,-Infinity
2,0,0,2,-Infinity
2,0,1,2,-Infinity
2,0,2,2,-Infinity
2,0,4,2,-Infinity
2,1,0,2,-Infinity
2,1,1,2,-Infinity
2,1,2,2,-Infinity
2,1,4,2,-Infinity
2,2,0,2,-Infinity
2,2,1,2,-Infinity
2,2,2,2,-Infinity
2,2,4,2,-Infinity
3,0,0,2,-Infinity
3,0,1,2,-Infinity
3,0,2,2,-Infinity
3,0,4,2,-Infinity
3,1,0,2,-Infinity
3,1,1,2,-Infinity
3,1,2,2,-Infinity
3,1,4,2,-Infinity
3,2,0,2,-Infinity
3,2,1,2,-Infinity
3,2,2,2,-Infinity
3,2,4,2,-Infinity
4,0,0,2,-Infinity
4,0,1,2,-Infinity
4,0,2,2,-Infinity
4,0,4,2,-Infinity
4,1,0,2,-Infinity
4,1,1,2,-Infinity
4,1,2,2,-Infinity
4,1,4,2,-Infinity
4,2,0,2,-Infinity
4,2,1,2,-Infinity
4,2,2,2,-Infinity
4,2,4,2,-Infinity
5,0,0,2,-Infinity
5,0,1,2,-Infinity
5,0,2,2,-Infinity
5,0,4,2,-Infinity
5,1,0,2,-Infinity
5,1,1,2,-Infinity
5,1,2,2,-Infinity
5,1,4,2,-Infinity
5,2,0,2,-Infinity
5,2,1,2,-Infinity
5,2,2,2,-Infinity
5,2,4,2,-Infinity
